//==============================================================================
//Monster Set Base
//Repack SCFMT/TitansTech 10.09.03 by Antiferna
//www.antifernamu.com
//------------------------------------------------------------------------------
//Revision 08 May, 2011	
//==============================================================================
//0 - Guards / NPC / Traps
//1 - Spots
//2 - Normal Monster
//3 - Bone King / Golden Monsters
//4 - Blood Castle Monsters / Gate / Others

//=========================================================================================
//	Invasion Golden
//=========================================================================================
//Mob	Map	Radio	CordX	CordY	CordX2	CordY2	Dir 	Quant  Name	
3
43	3	30	10	10	240	240	-1	1 // Golden Budge Dragon => Noria
44	0	30	182	128	195	145	-1	1 // Dragon => Lorencia
53	2	5	147	88	147	88	-1	1 // Golden Titan => Davias
54	0	30	183	128	188	135	-1	1 // Golden Soldier => Lorencia
55	0	30	132	83	132	83	-1	1 // Death King => Lorencia
56	0	30	132	83	138	90	-1	1 // Death Bone => Lorencia
78	0	7	150	68	150	68	-1	1 // Golden Goblin => Lorencia
78	3	7	168	68	168	68	-1	1 // Golden Goblin => Noria
79	0	7	76	139	76	139	-1	1 // Golden Derkon => Lorencia
79	2	7	172	114	172	114	-1	1 // Golden Derkon => Davias
79	3	7	192	154	192	154	-1	1 // Golden Derkon => Noria
81	7	7	145	66	145	66	-1	1 // Golden Vepar => Atlans
81	7	7	106	100	106	100	-1	1 // Golden Vepar => Atlans
80	8	7	142	58	142	58	-1	1 // Golden Lizard King => Tarkan
80	8	7	68	125	68	125	-1	1 // Golden Lizard King => Tarkan
82	8	7	124	71	124	71	-1	1 // Golden Tantalos => Tarkan
82	8	7	72	92	72	92	-1	1 // Golden Tantalos => Tarkan
83	8	7	96	131	96	131	-1	1 // Golden Wheel => Tarkan
end
//=========================================================================================							
//	LorenMarket NPCs					
//=========================================================================================							
//Mob	Map	Rad	X	Y	Str	Name	
0
545 	79	0	112	116	3	//Christine
430	52	30	13	65	7	//Spirit Soldier
430	52	30	13	67	7	//Spirit Soldier
430	52	30	15	59	7	//Spirit Soldier
430	52	30	13	59	7	//Spirit Soldier
430	52	30	15	55	7	//Spirit Soldier
430	52	30	13	62	7	//Spirit Soldier
430	52	30	13	41	7	//Spirit Soldier
430	52	30	15	69	7	//Spirit Soldier
430	52	30	13	50	7	//Spirit Soldier
430	52	30	15	48	7	//Spirit Soldier
430	52	30	13	46	7	//Spirit Soldier
430	52	30	14	44	7	//Spirit Soldier
430	52	30	15	51	7	//Spirit Soldier
430	52	30	13	59	7	//Spirit Soldier
430	52	30	15	55	7	//Spirit Soldier
430	52	30	13	62	7	//Spirit Soldier
430	52	30	13	41	7	//Spirit Soldier
430	52	30	15	69	7	//Spirit Soldier
430	52	30	13	50	7	//Spirit Soldier
430	52	30	15	48	7	//Spirit Soldier
430	52	30	13	46	7	//Spirit Soldier
430	52	30	14	44	7	//Spirit Soldier
430	52	30	15	51	7	//Spirit Soldier
430	52	30	14	49	7	//Spirit Soldier
430	52	30	15	57	7	//Spirit Soldier
430	52	30	14	64	7	//Spirit Soldier
430	52	30	14	67	7	//Spirit Soldier
430	52	30	13	53	7	//Spirit Soldier
430	52	30	15	65	7	//Spirit Soldier
430	52	30	15	60	7	//Spirit Soldier
430	52	30	13	57	7	//Spirit Soldier
431	52	30	13	69	7	//Spirit Beast
431	52	30	14	61	7	//Spirit Beast
431	52	30	13	55	7	//Spirit Beast
431	52	30	14	58	7	//Spirit Beast
431	52	30	14	52	7	//Spirit Beast
431	52	30	15	50	7	//Spirit Beast
431	52	30	15	66	7	//Spirit Beast
431	52	30	14	56	7	//Spirit Beast
431	52	30	14	70	7	//Spirit Beast
431	52	30	13	63	7	//Spirit Beast
431	52	30	13	48	7	//Spirit Beast
431	52	30	14	52	7	//Spirit Beast
431	52	30	15	50	7	//Spirit Beast
431	52	30	15	66	7	//Spirit Beast
431	52	30	14	56	7	//Spirit Beast
431	52	30	14	70	7	//Spirit Beast
431	52	30	13	63	7	//Spirit Beast
431	52	30	13	48	7	//Spirit Beast
432	52	30	13	78	7	//Spirit Sorcerer
432	52	30	14	83	7	//Spirit Sorcerer

431	52	30	14	56	7	//Spirit Beast
431	52	30	14	70	7	//Spirit Beast
431	52	30	13	63	7	//Spirit Beast
431	52	30	13	48	7	//Spirit Beast
432	52	30	13	78	7	//Spirit Sorcerer
432	52	30	14	83	7	//Spirit Sorcerer
432	52	30	14	78	7	//Spirit Sorcerer
432	52	30	15	78	7	//Spirit Sorcerer
432	52	30	16	80	7	//Spirit Sorcerer
432	52	30	15	62	7	//Spirit Sorcerer
432	52	30	52	83	7	//Spirit Sorcerer
432	52	30	14	90	7	//Spirit Sorcerer
432	52	30	11	83	7	//Spirit Sorcerer
432	52	30	15	94	7	//Spirit Sorcerer
432	52	30	20	82	7	//Spirit Sorcerer
432	52	30	20	88	7	//Spirit Sorcerer
432	52	30	14	54	7	//Spirit Sorcerer
432	52	30	14	36	7	//Spirit Sorcerer
432	52	30	15	68	7	//Spirit Sorcerer
432	52	30	14	47	7	//Spirit Sorcerer
433	52	30	16	87	7	//Spirit Sorcerer
433	52	30	12	81	7	//Spirit Sorcerer
432	52	30	20	82	7	//Spirit Sorcerer
432	52	30	20	88	7	//Spirit Sorcerer
432	52	30	14	54	7	//Spirit Sorcerer
432	52	30	14	36	7	//Spirit Sorcerer
432	52	30	15	68	7	//Spirit Sorcerer
432	52	30	14	47	7	//Spirit Sorcerer
433	52	30	16	87	7	//Spirit Sorcerer
433	52	30	12	81	7	//Spirit Sorcerer
433	52	30	13	88	7	//Spirit Sorcerer
433	52	30	13	85	7	//Spirit Sorcerer
433	52	30	19	85	7	//Spirit Sorcerer

432	52	30	15	68	7	//Spirit Sorcerer
432	52	30	14	47	7	//Spirit Sorcerer
433	52	30	16	87	7	//Spirit Sorcerer
433	52	30	12	81	7	//Spirit Sorcerer
433	52	30	13	88	7	//Spirit Sorcerer
433	52	30	13	85	7	//Spirit Sorcerer
433	52	30	19	85	7	//Spirit Sorcerer
433	52	30	13	93	7	//Spirit Sorcerer
433	52	30	14	80	7	//Spirit Sorcerer
433	52	30	18	81	7	//Spirit Sorcerer

77	52	30	15	50	7	//Spirit Beast
77	52	30	15	66	7	//Spirit Beast
77	52	30	14	56	7	//Spirit Beast
77	52	30	14	70	7	//Spirit Beast
77	52	30	13	63	7	//Spirit Beast
77	52	30	13	48	7	//Spirit Beast
77	52	30	14	52	7	//Spirit Beast
77	52	30	15	50	7	//Spirit Beast
77	52	30	15	66	7	//Spirit Beast
77	52	30	14	56	7	//Spirit Beast
77	52	30	14	70	7	//Spirit Beast
77	52	30	13	63	7	//Spirit Beast
77	52	30	13	48	7	//Spirit Beast

77	52	30	15	50	7	//Spirit Beast
77	52	30	15	66	7	//Spirit Beast
77	52	30	14	56	7	//Spirit Beast
77	52	30	14	70	7	//Spirit Beast
77	52	30	13	63	7	//Spirit Beast
77	52	30	13	48	7	//Spirit Beast
77	52	30	13	78	7	//Spirit Sorcerer
77	52	30	14	83	7	//Spirit Sorcerer
77	52	30	14	78	7	//Spirit Sorcerer


432	52	30	15	78	7	//Spirit Sorcerer
432	52	30	16	80	7	//Spirit Sorcerer
432	52	30	15	62	7	//Spirit Sorcerer
432	52	30	52	83	7	//Spirit Sorcerer
432	52	30	14	90	7	//Spirit Sorcerer
432	52	30	11	83	7	//Spirit Sorcerer
432	52	30	15	94	7	//Spirit Sorcerer
432	52	30	20	82	7	//Spirit Sorcerer
432	52	30	20	88	7	//Spirit Sorcerer
432	52	30	14	54	7	//Spirit Sorcerer
432	52	30	14	36	7	//Spirit Sorcerer
432	52	30	15	68	7	//Spirit Sorcerer
432	52	30	14	47	7	//Spirit Sorcerer
433	52	30	16	87	7	//Spirit Sorcerer
433	52	30	12	81	7	//Spirit Sorcerer
432	52	30	20	82	7	//Spirit Sorcerer
432	52	30	20	88	7	//Spirit Sorcerer
432	52	30	14	54	7	//Spirit Sorcerer
432	52	30	14	36	7	//Spirit Sorcerer
432	52	30	15	68	7	//Spirit Sorcerer
432	52	30	14	47	7	//Spirit Sorcerer
433	52	30	16	87	7	//Spirit Sorcerer
433	52	30	12	81	7	//Spirit Sorcerer
433	52	30	13	88	7	//Spirit Sorcerer
433	52	30	13	85	7	//Spirit Sorcerer
433	52	30	19	85	7	//Spirit Sorcerer
433	52	30	13	93	7	//Spirit Sorcerer
433	52	30	14	80	7	//Spirit Sorcerer
433	52	30	18	81	7	//Spirit Sorcerer
77	52	30	16	87	7	//Spirit Sorcerer
77	52	30	12	81	7	//Spirit Sorcerer
77	52	30	13	88	7	//Spirit Sorcerer
77	52	30	13	85	7	//Spirit Sorcerer
77	52	30	19	85	7	//Spirit Sorcerer

433	52	30	19	85	7	//Spirit Sorcerer
433	52	30	13	93	7	//Spirit Sorcerer
433	52	30	14	80	7	//Spirit Sorcerer
433	52	30	18	81	7	//Spirit Sorcerer
77	52	30	16	87	7	//Spirit Sorcerer
77	52	30	12	81	7	//Spirit Sorcerer
77	52	30	13	88	7	//Spirit Sorcerer
77	52	30	13	85	7	//Spirit Sorcerer
77	52	30	19	85	7	//Spirit Sorcerer
77	52	30	13	93	7	//Spirit Sorcerer
77	52	30	14	80	7	//Spirit Sorcerer
77	52	30	18	81	7	//Spirit Sorcerer
end

//=========================================================================================							
//================================= Chaos Castle - =======================================							
//=========================================================================================							
//Chaos Castle 1 Mobs 							
//Ident	Map	Radius	X	Y	Strong	Name	
4							
162	18	30	26	105	0	//Chaos Castle
163	18	30	26	98	0	//Chaos Castle
162	18	30	28	90	0	//Chaos Castle
163	18	30	27	86	0	//Chaos Castle
162	18	30	28	82	0	//Chaos Castle
163	18	30	26	79	0	//Chaos Castle
162	18	30	34	78	0	//Chaos Castle
163	18	30	33	81	0	//Chaos Castle
162	18	30	39	78	0	//Chaos Castle
163	18	30	26	77	0	//Chaos Castle
162	18	30	38	80	0	//Chaos Castle
163	18	30	43	77	0	//Chaos Castle
162	18	30	38	86	0	//Chaos Castle
163	18	30	43	84	0	//Chaos Castle
162	18	30	41	82	0	//Chaos Castle
163	18	30	27	94	0	//Chaos Castle
162	18	30	32	91	0	//Chaos Castle
163	18	30	29	84	0	//Chaos Castle
162	18	30	42	90	0	//Chaos Castle
163	18	30	44	87	0	//Chaos Castle
162	18	30	30	78	0	//Chaos Castle
163	18	30	38	92	0	//Chaos Castle
162	18	30	40	98	0	//Chaos Castle
163	18	30	29	101	0	//Chaos Castle
162	18	30	33	103	0	//Chaos Castle
163	18	30	38	89	0	//Chaos Castle
162	18	30	42	105	0	//Chaos Castle
163	18	30	42	99	0	//Chaos Castle
162	18	30	35	105	0	//Chaos Castle
163	18	30	29	93	0	//Chaos Castle
162	18	30	28	97	0	//Chaos Castle
163	18	30	26	84	0	//Chaos Castle
162	18	30	28	79	0	//Chaos Castle
162	18	30	25	82	0	//Chaos Castle
163	18	30	29	76	0	//Chaos Castle
162	18	30	33	76	0	//Chaos Castle
163	18	30	35	79	0	//Chaos Castle
162	18	30	31	80	0	//Chaos Castle
163	18	30	41	79	0	//Chaos Castle
162	18	30	38	76	0	//Chaos Castle
163	18	30	36	81	0	//Chaos Castle
162	18	30	39	82	0	//Chaos Castle
163	18	30	41	86	0	//Chaos Castle
162	18	30	42	94	0	//Chaos Castle
163	18	30	35	92	0	//Chaos Castle
162	18	30	34	90	0	//Chaos Castle
163	18	30	38	101	0	//Chaos Castle
162	18	30	30	105	0	//Chaos Castle
163	18	30	26	102	0	//Chaos Castle
162	18	30	28	100	0	//Chaos Castle
163	18	30	38	106	0	//Chaos Castle
162	18	30	35	102	0	//Chaos Castle
163	18	30	42	102	0	//Chaos Castle
162	18	30	43	96	0	//Chaos Castle
163	18	30	30	88	0	//Chaos Castle
162	18	30	25	91	0	//Chaos Castle
163	18	30	29	91	0	//Chaos Castle
162	18	30	30	98	0	//Chaos Castle
163	18	30	41	93	0	//Chaos Castle
162	18	30	41	89	0	//Chaos Castle
163	18	30	43	91	0	//Chaos Castle
162	18	30	39	95	0	//Chaos Castle
163	18	30	32	101	0	//Chaos Castle
162	18	30	29	103	0	//Chaos Castle
163	18	30	33	105	0	//Chaos Castle
162	18	30	25	97	0	//Chaos Castle
163	18	30	24	94	0	//Chaos Castle
162	18	30	27	88	0	//Chaos Castle
163	18	30	32	94	0	//Chaos Castle
162	18	30	32	89	0	//Chaos Castle
163	18	30	36	92	0	//Chaos Castle
162	18	30	37	89	0	//Chaos Castle
163	18	30	40	91	0	//Chaos Castle
162	18	30	38	99	0	//Chaos Castle
163	18	30	40	101	0	//Chaos Castle
162	18	30	43	81	0	//Chaos Castle
163	18	30	36	76	0	//Chaos Castle
162	18	30	42	75	0	//Chaos Castle
163	18	30	26	75	0	//Chaos Castle
162	18	30	24	80	0	//Chaos Castle
163	18	30	30	82	0	//Chaos Castle
162	18	30	24	89	0	//Chaos Castle
163	18	30	24	86	0	//Chaos Castle
162	18	30	24	101	0	//Chaos Castle
163	18	30	37	104	0	//Chaos Castle
162	18	30	41	96	0	//Chaos Castle
163	18	30	39	87	0	//Chaos Castle
162	18	30	41	76	0	//Chaos Castle
163	18	30	38	84	0	//Chaos Castle
162	18	30	38	96	0	//Chaos Castle
163	18	30	30	95	0	//Chaos Castle
162	18	30	32	78	0	//Chaos Castle
163	18	30	29	86	0	//Chaos Castle
162	18	30	27	104	0	//Chaos Castle
163	18	30	40	104	0	//Chaos Castle
162	18	30	44	102	0	//Chaos Castle
163	18	30	43	98	0	//Chaos Castle
162	18	30	39	93	0	//Chaos Castle
163	18	30	41	84	0	//Chaos Castle
163	18	30	30	95	0	//Chaos Castle
162	18	30	32	78	0	//Chaos Castle
163	18	30	29	86	0	//Chaos Castle
162	18	30	27	104	0	//Chaos Castle
163	18	30	40	104	0	//Chaos Castle
162	18	30	44	102	0	//Chaos Castle
163	18	30	43	98	0	//Chaos Castle
162	18	30	39	93	0	//Chaos Castle
163	18	30	41	84	0	//Chaos Castle
end							
//Chaos Castle 2 Mobs 							
//Ident	Map	Radius	X	Y	Strong	Name	
4							
164	19	30	26	105	1	//Chaos Castle
165	19	30	26	98	1	//Chaos Castle
164	19	30	28	90	1	//Chaos Castle
165	19	30	27	86	1	//Chaos Castle
164	19	30	28	82	1	//Chaos Castle
165	19	30	26	79	1	//Chaos Castle
164	19	30	34	78	1	//Chaos Castle
165	19	30	33	81	1	//Chaos Castle
164	19	30	39	78	1	//Chaos Castle
165	19	30	26	77	1	//Chaos Castle
164	19	30	38	80	1	//Chaos Castle
165	19	30	43	77	1	//Chaos Castle
164	19	30	38	86	1	//Chaos Castle
165	19	30	43	84	1	//Chaos Castle
164	19	30	41	82	1	//Chaos Castle
165	19	30	27	94	1	//Chaos Castle
164	19	30	32	91	1	//Chaos Castle
165	19	30	29	84	1	//Chaos Castle
164	19	30	42	90	1	//Chaos Castle
165	19	30	44	87	1	//Chaos Castle
164	19	30	30	78	1	//Chaos Castle
165	19	30	38	92	1	//Chaos Castle
164	19	30	40	98	1	//Chaos Castle
165	19	30	29	101	1	//Chaos Castle
164	19	30	33	103	1	//Chaos Castle
165	19	30	38	89	1	//Chaos Castle
164	19	30	42	105	1	//Chaos Castle
165	19	30	42	99	1	//Chaos Castle
164	19	30	35	105	1	//Chaos Castle
165	19	30	29	93	1	//Chaos Castle
164	19	30	28	97	1	//Chaos Castle
165	19	30	26	84	1	//Chaos Castle
164	19	30	28	79	1	//Chaos Castle
164	19	30	25	82	1	//Chaos Castle
165	19	30	29	76	1	//Chaos Castle
164	19	30	33	76	1	//Chaos Castle
165	19	30	35	79	1	//Chaos Castle
164	19	30	31	80	1	//Chaos Castle
165	19	30	41	79	1	//Chaos Castle
164	19	30	38	76	1	//Chaos Castle
165	19	30	36	81	1	//Chaos Castle
164	19	30	39	82	1	//Chaos Castle
165	19	30	41	86	1	//Chaos Castle
164	19	30	42	94	1	//Chaos Castle
165	19	30	35	92	1	//Chaos Castle
164	19	30	34	90	1	//Chaos Castle
165	19	30	38	101	1	//Chaos Castle
164	19	30	30	105	1	//Chaos Castle
165	19	30	26	102	1	//Chaos Castle
164	19	30	28	100	1	//Chaos Castle
165	19	30	38	106	1	//Chaos Castle
164	19	30	35	102	1	//Chaos Castle
165	19	30	42	102	1	//Chaos Castle
164	19	30	43	96	1	//Chaos Castle
165	19	30	30	88	1	//Chaos Castle
164	19	30	25	91	1	//Chaos Castle
165	19	30	29	91	1	//Chaos Castle
164	19	30	30	98	1	//Chaos Castle
165	19	30	41	93	1	//Chaos Castle
164	19	30	41	89	1	//Chaos Castle
165	19	30	43	91	1	//Chaos Castle
164	19	30	39	95	1	//Chaos Castle
165	19	30	32	101	1	//Chaos Castle
164	19	30	29	103	1	//Chaos Castle
165	19	30	33	105	1	//Chaos Castle
164	19	30	25	97	1	//Chaos Castle
165	19	30	24	94	1	//Chaos Castle
164	19	30	27	88	1	//Chaos Castle
165	19	30	32	94	1	//Chaos Castle
164	19	30	32	89	1	//Chaos Castle
165	19	30	36	92	1	//Chaos Castle
164	19	30	37	89	1	//Chaos Castle
165	19	30	40	91	1	//Chaos Castle
164	19	30	38	99	1	//Chaos Castle
165	19	30	40	101	1	//Chaos Castle
164	19	30	43	81	1	//Chaos Castle
165	19	30	36	76	1	//Chaos Castle
164	19	30	42	75	1	//Chaos Castle
165	19	30	26	75	1	//Chaos Castle
164	19	30	24	80	1	//Chaos Castle
165	19	30	30	82	1	//Chaos Castle
164	19	30	24	89	1	//Chaos Castle
165	19	30	24	86	1	//Chaos Castle
164	19	30	24	101	1	//Chaos Castle
165	19	30	37	104	1	//Chaos Castle
164	19	30	41	96	1	//Chaos Castle
165	19	30	39	87	1	//Chaos Castle
164	19	30	41	76	1	//Chaos Castle
165	19	30	38	84	1	//Chaos Castle
164	19	30	38	96	1	//Chaos Castle
165	19	30	30	95	1	//Chaos Castle
164	19	30	32	78	1	//Chaos Castle
165	19	30	29	86	1	//Chaos Castle
164	19	30	27	104	1	//Chaos Castle
165	19	30	40	104	1	//Chaos Castle
164	19	30	44	102	1	//Chaos Castle
165	19	30	43	98	1	//Chaos Castle
164	19	30	39	93	1	//Chaos Castle
165	19	30	41	84	1	//Chaos Castle
164	19	30	27	104	1	//Chaos Castle
165	19	30	40	104	1	//Chaos Castle
164	19	30	44	102	1	//Chaos Castle
165	19	30	43	98	1	//Chaos Castle
164	19	30	39	93	1	//Chaos Castle
165	19	30	41	84	1	//Chaos Castle
end							
//Chaos Castle 3+A3052 Mobs 							
//Ident	Map	Radius	X	Y	Strong	Name	
4							
166	20	30	26	105	2	//Chaos Castle
167	20	30	26	98	2	//Chaos Castle
166	20	30	28	90	2	//Chaos Castle
167	20	30	27	86	2	//Chaos Castle
166	20	30	28	82	2	//Chaos Castle
167	20	30	26	79	2	//Chaos Castle
166	20	30	34	78	2	//Chaos Castle
167	20	30	33	81	2	//Chaos Castle
166	20	30	39	78	2	//Chaos Castle
167	20	30	26	77	2	//Chaos Castle
166	20	30	38	80	2	//Chaos Castle
167	20	30	43	77	2	//Chaos Castle
166	20	30	38	86	2	//Chaos Castle
167	20	30	43	84	2	//Chaos Castle
166	20	30	41	82	2	//Chaos Castle
167	20	30	27	94	2	//Chaos Castle
166	20	30	32	91	2	//Chaos Castle
167	20	30	29	84	2	//Chaos Castle
166	20	30	42	90	2	//Chaos Castle
167	20	30	44	87	2	//Chaos Castle
166	20	30	30	78	2	//Chaos Castle
167	20	30	38	92	2	//Chaos Castle
166	20	30	40	98	2	//Chaos Castle
167	20	30	29	101	2	//Chaos Castle
166	20	30	33	103	2	//Chaos Castle
167	20	30	38	89	2	//Chaos Castle
166	20	30	42	105	2	//Chaos Castle
167	20	30	42	99	2	//Chaos Castle
166	20	30	35	105	2	//Chaos Castle
167	20	30	29	93	2	//Chaos Castle
166	20	30	28	97	2	//Chaos Castle
167	20	30	26	84	2	//Chaos Castle
166	20	30	28	79	2	//Chaos Castle
166	20	30	25	82	2	//Chaos Castle
167	20	30	29	76	2	//Chaos Castle
166	20	30	33	76	2	//Chaos Castle
167	20	30	35	79	2	//Chaos Castle
166	20	30	31	80	2	//Chaos Castle
167	20	30	41	79	2	//Chaos Castle
166	20	30	38	76	2	//Chaos Castle
167	20	30	36	81	2	//Chaos Castle
166	20	30	39	82	2	//Chaos Castle
167	20	30	41	86	2	//Chaos Castle
166	20	30	42	94	2	//Chaos Castle
167	20	30	35	92	2	//Chaos Castle
166	20	30	34	90	2	//Chaos Castle
167	20	30	38	101	2	//Chaos Castle
166	20	30	30	105	2	//Chaos Castle
167	20	30	26	102	2	//Chaos Castle
166	20	30	28	100	2	//Chaos Castle
167	20	30	38	106	2	//Chaos Castle
166	20	30	35	102	2	//Chaos Castle
167	20	30	42	102	2	//Chaos Castle
166	20	30	43	96	2	//Chaos Castle
167	20	30	30	88	2	//Chaos Castle
166	20	30	25	91	2	//Chaos Castle
167	20	30	29	91	2	//Chaos Castle
166	20	30	30	98	2	//Chaos Castle
167	20	30	41	93	2	//Chaos Castle
166	20	30	41	89	2	//Chaos Castle
167	20	30	43	91	2	//Chaos Castle
166	20	30	39	95	2	//Chaos Castle
167	20	30	32	101	2	//Chaos Castle
166	20	30	29	103	2	//Chaos Castle
167	20	30	33	105	2	//Chaos Castle
166	20	30	25	97	2	//Chaos Castle
167	20	30	24	94	2	//Chaos Castle
166	20	30	27	88	2	//Chaos Castle
167	20	30	32	94	2	//Chaos Castle
166	20	30	32	89	2	//Chaos Castle
167	20	30	36	92	2	//Chaos Castle
166	20	30	37	89	2	//Chaos Castle
167	20	30	40	91	2	//Chaos Castle
166	20	30	38	99	2	//Chaos Castle
167	20	30	40	101	2	//Chaos Castle
166	20	30	43	81	2	//Chaos Castle
167	20	30	36	76	2	//Chaos Castle
166	20	30	42	75	2	//Chaos Castle
167	20	30	26	75	2	//Chaos Castle
166	20	30	24	80	2	//Chaos Castle
167	20	30	30	82	2	//Chaos Castle
166	20	30	24	89	2	//Chaos Castle
167	20	30	24	86	2	//Chaos Castle
166	20	30	24	101	2	//Chaos Castle
167	20	30	37	104	2	//Chaos Castle
166	20	30	41	96	2	//Chaos Castle
167	20	30	39	87	2	//Chaos Castle
166	20	30	41	76	2	//Chaos Castle
167	20	30	38	84	2	//Chaos Castle
166	20	30	38	96	2	//Chaos Castle
167	20	30	30	95	2	//Chaos Castle
166	20	30	32	78	2	//Chaos Castle
167	20	30	29	86	2	//Chaos Castle
166	20	30	27	104	2	//Chaos Castle
167	20	30	40	104	2	//Chaos Castle
166	20	30	44	102	2	//Chaos Castle
167	20	30	43	98	2	//Chaos Castle
166	20	30	39	93	2	//Chaos Castle
167	20	30	41	84	2	//Chaos Castle
166	20	30	32	78	2	//Chaos Castle
167	20	30	29	86	2	//Chaos Castle
166	20	30	27	104	2	//Chaos Castle
167	20	30	40	104	2	//Chaos Castle
166	20	30	44	102	2	//Chaos Castle
167	20	30	43	98	2	//Chaos Castle
166	20	30	39	93	2	//Chaos Castle
167	20	30	41	84	2	//Chaos Castle
end							
//Chaos Castle 4+A3166 Mobs 							
//Ident	Map	Radius	X	Y	Strong	Name	
4							
168	21	30	26	105	3	//Chaos Castle
169	21	30	26	98	3	//Chaos Castle
168	21	30	28	90	3	//Chaos Castle
169	21	30	27	86	3	//Chaos Castle
168	21	30	28	82	3	//Chaos Castle
169	21	30	26	79	3	//Chaos Castle
168	21	30	34	78	3	//Chaos Castle
169	21	30	33	81	3	//Chaos Castle
168	21	30	39	78	3	//Chaos Castle
169	21	30	26	77	3	//Chaos Castle
168	21	30	38	80	3	//Chaos Castle
169	21	30	43	77	3	//Chaos Castle
168	21	30	38	86	3	//Chaos Castle
169	21	30	43	84	3	//Chaos Castle
168	21	30	41	82	3	//Chaos Castle
169	21	30	27	94	3	//Chaos Castle
168	21	30	32	91	3	//Chaos Castle
169	21	30	29	84	3	//Chaos Castle
168	21	30	42	90	3	//Chaos Castle
169	21	30	44	87	3	//Chaos Castle
168	21	30	30	78	3	//Chaos Castle
169	21	30	38	92	3	//Chaos Castle
168	21	30	40	98	3	//Chaos Castle
169	21	30	29	101	3	//Chaos Castle
168	21	30	33	103	3	//Chaos Castle
169	21	30	38	89	3	//Chaos Castle
168	21	30	42	105	3	//Chaos Castle
169	21	30	42	99	3	//Chaos Castle
168	21	30	35	105	3	//Chaos Castle
169	21	30	29	93	3	//Chaos Castle
168	21	30	28	97	3	//Chaos Castle
169	21	30	26	84	3	//Chaos Castle
168	21	30	28	79	3	//Chaos Castle
168	21	30	25	82	3	//Chaos Castle
169	21	30	29	76	3	//Chaos Castle
168	21	30	33	76	3	//Chaos Castle
169	21	30	35	79	3	//Chaos Castle
168	21	30	31	80	3	//Chaos Castle
169	21	30	41	79	3	//Chaos Castle
168	21	30	38	76	3	//Chaos Castle
169	21	30	36	81	3	//Chaos Castle
168	21	30	39	82	3	//Chaos Castle
169	21	30	41	86	3	//Chaos Castle
168	21	30	42	94	3	//Chaos Castle
169	21	30	35	92	3	//Chaos Castle
168	21	30	34	90	3	//Chaos Castle
169	21	30	38	101	3	//Chaos Castle
168	21	30	30	105	3	//Chaos Castle
169	21	30	26	102	3	//Chaos Castle
168	21	30	28	100	3	//Chaos Castle
169	21	30	38	106	3	//Chaos Castle
168	21	30	35	102	3	//Chaos Castle
169	21	30	42	102	3	//Chaos Castle
168	21	30	43	96	3	//Chaos Castle
169	21	30	30	88	3	//Chaos Castle
168	21	30	25	91	3	//Chaos Castle
169	21	30	29	91	3	//Chaos Castle
168	21	30	30	98	3	//Chaos Castle
169	21	30	41	93	3	//Chaos Castle
168	21	30	41	89	3	//Chaos Castle
169	21	30	43	91	3	//Chaos Castle
168	21	30	39	95	3	//Chaos Castle
169	21	30	32	101	3	//Chaos Castle
168	21	30	29	103	3	//Chaos Castle
169	21	30	33	105	3	//Chaos Castle
168	21	30	25	97	3	//Chaos Castle
169	21	30	24	94	3	//Chaos Castle
168	21	30	27	88	3	//Chaos Castle
169	21	30	32	94	3	//Chaos Castle
168	21	30	32	89	3	//Chaos Castle
169	21	30	36	92	3	//Chaos Castle
168	21	30	37	89	3	//Chaos Castle
169	21	30	40	91	3	//Chaos Castle
168	21	30	38	99	3	//Chaos Castle
169	21	30	40	101	3	//Chaos Castle
168	21	30	43	81	3	//Chaos Castle
169	21	30	36	76	3	//Chaos Castle
168	21	30	42	75	3	//Chaos Castle
169	21	30	26	75	3	//Chaos Castle
168	21	30	24	80	3	//Chaos Castle
169	21	30	30	82	3	//Chaos Castle
168	21	30	24	89	3	//Chaos Castle
169	21	30	24	86	3	//Chaos Castle
168	21	30	24	101	3	//Chaos Castle
169	21	30	37	104	3	//Chaos Castle
168	21	30	41	96	3	//Chaos Castle
169	21	30	39	87	3	//Chaos Castle
168	21	30	41	76	3	//Chaos Castle
169	21	30	38	84	3	//Chaos Castle
168	21	30	38	96	3	//Chaos Castle
169	21	30	30	95	3	//Chaos Castle
168	21	30	32	78	3	//Chaos Castle
169	21	30	29	86	3	//Chaos Castle
168	21	30	27	104	3	//Chaos Castle
169	21	30	40	104	3	//Chaos Castle
168	21	30	44	102	3	//Chaos Castle
169	21	30	43	98	3	//Chaos Castle
168	21	30	39	93	3	//Chaos Castle
169	21	30	41	84	3	//Chaos Castle
168	21	30	32	78	3	//Chaos Castle
169	21	30	29	86	3	//Chaos Castle
168	21	30	27	104	3	//Chaos Castle
169	21	30	40	104	3	//Chaos Castle
168	21	30	44	102	3	//Chaos Castle
169	21	30	43	98	3	//Chaos Castle
168	21	30	39	93	3	//Chaos Castle
169	21	30	41	84	3	//Chaos Castle
end							
//Chaos Castle 5 Mobs 							
//Ident	Map	Radius	X	Y	Strong	Name	
4							
170	22	30	26	105	4	//Chaos Castle
171	22	30	26	98	4	//Chaos Castle
170	22	30	28	90	4	//Chaos Castle
171	22	30	27	86	4	//Chaos Castle
170	22	30	28	82	4	//Chaos Castle
